Name,Team,Annual Salary(£),Year
Christie,AFC Bournemouth,1110000,2022
Lewis,Southampton FC,1100000,2022
Vokins,Southampton FC,1100000,2022
Amartey,Leicester City,1092000,2022
Toney,Brentford FC,1092000,2022
Sima,Brighton & Hove Albion,1070000,2022
Diangana,West Bromwich Albion,1058200,2022
Rondon,Everton FC,1050000,2022
Forshaw,Luton Town,1040000,2022
Muric,Manchester City,1040000,2022
Johnson,West Ham United,1040000,2022
Mbeumo,Brentford FC,1040000,2022
Mbeumo,Brentford FC,1040000,2022
Carter-Vickers,Tottenham Hotspur,1040000,2022
Nørgaard,Brentford FC,1040000,2022
Christie,Fulham FC,1040000,2022
Ward,Leicester City,1040000,2022
Brooks,AFC Bournemouth,1040000,2022
Calvert-Lewin,Everton FC,1040000,2022
Smith Rowe,Arsenal FC,1040000,2022
Hanley,Norwich City,1040000,2022
Kaboré,Manchester City,1040000,2022
Bednarek,Southampton FC,1040000,2022
Willock,Newcastle United,1040000,2022
Scherpen,Brighton & Hove Albion,1040000,2022
Walker-Peters,Southampton FC,1040000,2022
Bonatini,Wolverhampton Wanderers,1040000,2022
Campana,Wolverhampton Wanderers,1040000,2022
Taylor,Nottingham Forest,1040000,2022
Jensen,Burnley FC,1040000,2022
Phillips,West Bromwich Albion,1040000,2022
Verrips,Sheffield United,1040000,2022
Zinchenko,Manchester City,1040000,2022
McBurnie,Sheffield United,1040000,2022
Chong,Manchester United,1040000,2022
Chalobah,Chelsea FC,1040000,2022
Zimmermann,Norwich City,1010000,2022
Rico,AFC Bournemouth,1001000,2022
Burn,Newcastle United,1000000,2022
Pellistri,Mancherst United,1000000,2022
Fofana,Leicester City,1000000,2022
Furlong,West Bromwich Albion,962000,2022
Onyeka,Brentford FC,960000,2022
Longstaff,Newcastle United,960000,2022
Peñaranda,Watford FC,936000,2022
Dasilva,Brentford FC,936000,2022
Lolley,Nottingham Forest,910000,2022
Molumby,Brighton & Hove Albion,900000,2022
Smallbone,Southampton FC,900000,2022
Horvath,Nottingham Forest,890000,2022
De Bruyne,Manchester City,20800000,2023
De Gea,Manchester United,19500000,2023
Haaland,Manchester City,19500000,2023
Casimiro,Manchester United,18200000,2023
Salah,Liverpool FC,18200000,2023
Varane,Mancherst United,17680000,2023
Sterling,Chelsea FC,16900000,2023
Lukaku,Chelsea FC,16900000,2023
Grealish,Manchester City,15600000,2023
Koulibaly,Chelsea FC,15340000,2023
Kante,Chelsea FC,15080000,2023
Jesus,Arsenal FC,13780000,2023
Martial,Mancherst United,13000000,2023
Sancho,Mancherst United,13000000,2023
Cancelo,Manchester City,13000000,2023
Stones,Manchester City,13000000,2023
James,Chelsea FC,13000000,2023
Fernandes,Mancherst United,12480000,2023
Foden,Manchester City,11700000,2023
Hernández Cascante,Manchester City,11440000,2023
Van Dijk,Liverpool FC,11440000,2023
dos Santo,Mancherst United,10400000,2023
Kane,Tottenham Hotspur,10400000,2023
Lingard,Nottingham Forest,10400000,2023
Rashford,Mancherst United,10400000,2023
Ndombele,Tottenham Hotspur,10400000,2023
Alcántara do Nascimento,Liverpool FC,10400000,2023
Partey,Arsenal FC,10400000,2023
Fofana,Chelsea FC,10400000,2023
Chilwell,Chelsea FC,9880000,2023
Son,Tottenham Hotspur,9880000,2023
Maguire,Mancherst United,9875000,2023
Azpilicueta,Chelsea FC,9360000,2023
Tavares,Liverpool FC,9360000,2023
Perisic,Tottenham Hotspur,9360000,2023
Akanji,Manchester City,9360000,2023
Firmino,Liverpool FC,9360000,2023
Dias,Manchester City,9360000,2023
Alexander-Arnold,Liverpool FC,9360000,2023
Cucurella,Chelsea FC,9100000,2023
Romero,Tottenham Hotspur,8580000,2023
Walker,Manchester City,8320000,2023
Aubameyang,Chelsea FC,8320000,2023
Mahrez,Manchester City,8320000,2023
Fernández,Chelsea FC,8190000,2023
Becker,Liverpool FC,7800000,2023
Silva,Manchester City,7800000,2023
Kamara,Aston Villa,7800000,2023
Eriksen,Manchester United,7800000,2023
Pulisic,Chelsea FC,7800000,2023
Havertz,Chelsea FC,7800000,2023
Phillips,Manchester City,7800000,2023
Arrizabalaga,Chelsea FC,7800000,2023
Paquetá,West Ham United,7800000,2023
Shaw,Manchester United,7800000,2023
Zinchenko,Arsenal FC,7800000,2023
Lenglet,Tottenham Hotspur,7540000,2023
Núñez,Liverpool FC,7280000,2023
Jota,Liverpool FC,7280000,2023
Gundogan,Manchester City,7280000,2023
Vardy,Leicester City,7280000,2023
Henderson,Liverpool FC,7280000,2023
Pepe,Arsenal FC,7280000,2023
Zaha,Crystal Palace,6760000,2023
Ings,West Ham United,6500000,2023
Zouma,West Ham United,6500000,2023
Coutinho,Aston Villa,6500000,2023
Doucouré,Everton FC,6240000,2023
Iwobi,Everton FC,6240000,2023
Oxlade-Chamberlain,Liverpool FC,6240000,2023
Isak,Newcastle United,6240000,2023
Areola,West Ham United,6240000,2023
Laporte,Manchester City,6240000,2023
White,Arsenal FC,6240000,2023
Guimarães,Newcastle United,6240000,2023
Hudson-Odoi,Chelsea FC,6240000,2023
van de Beek,Mancherst United,6240000,2023
Martinez,Aston Villa,6240000,2023
de Paula Santos,Manchester United,6240000,2023
Xhaka,Arsenal FC,6240000,2023
Martínez,Manchester United,6240000,2023
Digne,Aston Villa,6240000,2023
Sarr,Chelsea FC,6240000,2023
Keita,Liverpool FC,6240000,2023
Loftus-Cheek,Chelsea FC,6240000,2023
Lindelof,Mancherst United,6240000,2023
Mina,Everton FC,6240000,2023
Ødegaard,Arsenal FC,5980000,2023
Gomes,Everton FC,5835000,2023
Melo,Liverpool FC,5720000,2023
Kulusevski,Tottenham Hotspur,5720000,2023
Maddison,Leicester City,5720000,2023
Luiz Frello Filho,Arsenal FC,5720000,2023
Félix,Chelsea FC,5720000,2023
Tierney,Arsenal FC,5720000,2023
Silva,Chelsea FC,5720000,2023
Bakayoko,Chelsea FC,5720000,2023
Onana,Everton FC,5200000,2023
Robertson,Liverpool FC,5200000,2023
Chukwuemeka,Chelsea FC,5200000,2023
Fofana,Chelsea FC,5200000,2023
Henderson,Manchester United,5200000,2023
Alli,Everton FC,5200000,2023
Carlos,Aston Villa,5200000,2023
Calvert-Lewin,Everton FC,5200000,2023
Moraes,Manchester City,5200000,2023
Nketiah,Arsenal FC,5200000,2023
Ziyech,Chelsea FC,5200000,2023
Lloris,Tottenham Hotspur,5200000,2023
Tarkowski,Everton FC,5200000,2023
Ward-Prowse,Southampton FC,5200000,2023
Matip,Liverpool FC,5200000,2023
Evans,Leicester City,5200000,2023
Pickford,Everton FC,5200000,2023
Moutinho,Wolverhampton Wanderers,5200000,2023
Álvarez,Manchester City,5200000,2023
Trippier,Newcastle United,5200000,2023
Bailey,Aston Villa,5200000,2023
Kovacic,Chelsea FC,5200000,2023
Targett,Newcastle United,5200000,2023
Olise,Crystal Palace,5200000,2023
Hojbjerg,Tottenham Hotspur,5200000,2023
Jimenez,Wolverhampton Wanderers,5200000,2023
Machado,Luton Town,5200000,2023
Palmieri,West Ham United,4940000,2023
Telles,Manchester United,4840000,2023
Ake,Manchester City,4800000,2023
Lallana,Brighton & Hove Albion,4700000,2023
Wan-Bissaka,Mancherst United,4680000,2023
Mendy,Manchester City,4680000,2023
Leno,Fulham FC,4680000,2023
Zakaria,Chelsea FC,4680000,2023
Martinelli,Arsenal FC,4680000,2023
Scamacca,West Ham United,4680000,2023
Guedes,Wolverhampton Wanderers,4680000,2023
Dendoncker,Aston Villa,4680000,2023
Moura,Tottenham Hotspur,4680000,2023
Edouard,Crystal Palace,4680000,2023
Sarabia,Wolverhampton Wanderers,4680000,2023
de Andrade,Tottenham Hotspur,4680000,2023
Botman,Newcastle United,4680000,2023
Kurzawa,Fulham FC,4640000,2023
Cassio Apolinário de Lira,Newcastle United,4500000,2023
Rahman,Chelsea FC,4470000,2023
Dier,Tottenham Hotspur,4420000,2023
Gomez,Liverpool FC,4420000,2023
Nunes,Wolverhampton Wanderers,4420000,2023
Antonio,West Ham United,4420000,2023
Marí,Arsenal FC,4420000,2023
Clyne,Crystal Palace,4200000,2023
Mitrovic,Fulham FC,4160000,2023
Davies,Tottenham Hotspur,4160000,2023
Soumaré,Leicester City,4160000,2023
Wood,Newcastle United,4160000,2023
Bailly,Manchester United,4160000,2023
Silva,Wolverhampton Wanderers,4160000,2023
Augusto de Almeida,Nottingham Forest,4160000,2023
Gueye,Everton FC,4160000,2023
Andersen,Crystal Palace,4160000,2023
Willock,Newcastle United,4160000,2023
Zemura,AFC Bournemouth,4160000,2023
Iheanacho,Leicester City,4160000,2023
Mount,Chelsea FC,4160000,2023
Cash,Aston Villa,4160000,2023
Keane,Everton FC,4160000,2023
Gibbs-White,Nottingham Forest,4160000,2023
Sissoko,Watford FC,4160000,2023
Semedo,Wolverhampton Wanderers,4160000,2023
Pereira,Leicester City,4160000,2023
Olsen,Aston Villa,4160000,2023
Bertrand,Leicester City,4160000,2023
Kehrer,West Ham United,4160000,2023
Mings,Aston Villa,4160000,2023
Traoré,Aston Villa,4056000,2023
Guaita,Crystal Palace,4004000,2023
Godfrey,Everton FC,4000000,2023
Soares,Arsenal FC,3900000,2023
Praet,Leicester City,3900000,2023
Luiz,Aston Villa,3900000,2023
Buendía,Aston Villa,3900000,2023
Forster,Tottenham Hotspur,3900000,2023
Gbamin,Everton FC,3900000,2023
Shelvey,Nottingham Forest,3900000,2023
Dunk,Brighton & Hove Albion,3900000,2023
Milivojevic,Crystal Palace,3900000,2023
Greenwood,Mancherst United,3900000,2023
Watkins,Aston Villa,3900000,2023
Ndidi,Leicester City,3900000,2023
Daka,Leicester City,3900000,2023
Jones,Manchester United,3900000,2023
Bentancur,Tottenham Hotspur,3900000,2023
Walcott,Southampton FC,3900000,2023
Malacia,Mancherst United,3900000,2023
Ogbonna,West Ham United,3640000,2023
Saka,Arsenal FC,3640000,2023
Doucouré,Crystal Palace,3640000,2023
Lo Celso,Tottenham Hotspur,3640000,2023
Konate,Liverpool FC,3640000,2023
Diop,Fulham FC,3640000,2023
Ramsey,Aston Villa,3640000,2023
Vestergaard,Leicester City,3640000,2023
Aribo,Southampton FC,3640000,2023
Lanzini,West Ham United,3640000,2023
Holgate,Everton FC,3640000,2023
Vlasic,West Ham United,3640000,2023
Bamford,Luton Town,3640000,2023
Williams,Mancherst United,3380000,2023
Sanchez,Tottenham Hotspur,3380000,2023
Navas,Nottingham Forest,3380000,2023
Sinisterra,Leeds United,3380000,2023
Fabianski,West Ham United,3380000,2023
Cornet,West Ham United,3380000,2023
Djenepo,Southampton FC,3380000,2023
Fornals,West Ham United,3380000,2023
Armstrong,Southampton FC,3380000,2023
Castagne,Leicester City,3380000,2023
Soucek,West Ham United,3380000,2023
Phillips,Liverpool FC,3360000,2023
Sarr,Watford FC,3276000,2023
Lodi,Nottingham Forest,3240000,2023
Ramsdale,Arsenal FC,3220000,2023
Gakpo,Liverpool FC,3120000,2023
Podence,Wolverhampton Wanderers,3120000,2023
Rose,Watford FC,3120000,2023
Rice,West Ham United,3120000,2023
Milner,Liverpool FC,3120000,2023
Bednarek,Southampton FC,3120000,2023
Bowen,West Ham United,3120000,2023
Firpo,Luton Town,3120000,2023
Almiron,Newcastle United,3120000,2023
Elyounoussi,Southampton FC,3120000,2023
Pope,Newcastle United,3120000,2023
Gross,Brighton & Hove Albion,3120000,2023
McTominay,Mancherst United,3120000,2023
San Miguel del Castillo,Liverpool FC,3016000,2023
Mykolenko,Everton FC,3016000,2023
Díaz,Liverpool FC,2912000,2023
Tomiyasu,Arsenal FC,2910000,2023
Armstrong,Southampton FC,2860000,2023
Webster,Brighton & Hove Albion,2860000,2023
Traore,Wolverhampton Wanderers,2860000,2023
Mee,Brentford FC,2860000,2023
Traoré,Wolverhampton Wanderers,2860000,2023
Richards,Crystal Palace,2860000,2023
Coady,Wolverhampton Wanderers,2860000,2023
Welbeck,Brighton & Hove Albion,2860000,2023
Mendy,Chelsea FC,2860000,2023
Krafth,Newcastle United,2860000,2023
Diallo,Southampton FC,2860000,2023
Riedewald,Crystal Palace,2860000,2023
McArthur,Crystal Palace,2860000,2023
Lerma,AFC Bournemouth,2860000,2023
Sabitzer,Manchester United,2860000,2023
Mendy,Leicester City,2860000,2023
Sessegnon,Tottenham Hotspur,2860000,2023
Benrahma,West Ham United,2860000,2023
Coleman,Everton FC,2860000,2023
Ortega,Manchester City,2860000,2023
Adams,Luton Town,2860000,2023
Bissouma,Tottenham Hotspur,2860000,2023
Kean,Everton FC,2765000,2023
Tete,Fulham FC,2650000,2023
Cresswell,West Ham United,2600000,2023
Sambi Lokonga,Arsenal FC,2600000,2023
McCarthy,Southampton FC,2600000,2023
Mac Allister,Brighton & Hove Albion,2600000,2023
Pereira,Fulham FC,2600000,2023
Tuanzebe,Mancherst United,2600000,2023
Chambers,Aston Villa,2600000,2023
Gallagher,Chelsea FC,2600000,2023
James,Luton Town,2600000,2023
Brooks,AFC Bournemouth,2600000,2023
Costa,Wolverhampton Wanderers,2600000,2023
Solanke,AFC Bournemouth,2600000,2023
Magalhães,Arsenal FC,2600000,2023
Winks,Tottenham Hotspur,2600000,2023
Harrison,Leeds United,2600000,2023
Tomkins,Crystal Palace,2600000,2023
Mateta,Crystal Palace,2600000,2023
Schlupp,Crystal Palace,2600000,2023
McGinn,Aston Villa,2600000,2023
Palhinha,Fulham FC,2600000,2023
Tsimikas,Liverpool FC,2600000,2023
Guehi,Crystal Palace,2600000,2023
Roca,Luton Town,2600000,2023
Senesi,AFC Bournemouth,2600000,2023
Elneny,Arsenal FC,2600000,2023
Mudryk,Chelsea FC,2600000,2023
Aguerd,West Ham United,2600000,2023
Maupay,Everton FC,2600000,2023
Williams,Nottingham Forest,2600000,2023
Madueke,Chelsea FC,2600000,2023
Murara,AFC Bournemouth,2600000,2023
Struijk,Luton Town,2600000,2023
Neto,Wolverhampton Wanderers,2600000,2023
Estupiñán,Brighton & Hove Albion,2600000,2023
Neves,Wolverhampton Wanderers,2600000,2023
Longstaff,Newcastle United,2600000,2023
Gomez,Manchester City,2600000,2023
Awoniyi,Nottingham Forest,2600000,2023
Chalobah,Chelsea FC,2600000,2023
Faes,Leicester City,2600000,2023
Reguilón,Tottenham Hotspur,2500000,2023
Sanson,Aston Villa,2496000,2023
Wilson,Newcastle United,2400000,2023
Steffen,Manchester City,2392000,2023
Vieira,Arsenal FC,2360000,2023
Begovic,Everton FC,2340000,2023
Perez,Leicester City,2340000,2023
Badiashile,Chelsea FC,2340000,2023
Aaronson,Luton Town,2340000,2023
Mbeumo,Brentford FC,2340000,2023
Soyuncu,Leicester City,2340000,2023
Kouyate,Nottingham Forest,2340000,2023
Dawson,Wolverhampton Wanderers,2340000,2023
Udogie,Tottenham Hotspur,2340000,2023
Llorente,Luton Town,2340000,2023
Stephens,Southampton FC,2340000,2023
Davis,Aston Villa,2340000,2023
Trossard,Arsenal FC,2340000,2023
Gusto,Chelsea FC,2340000,2023
Albrighton,Leicester City,2340000,2023
Lemina,Wolverhampton Wanderers,2340000,2023
Ritchie,Newcastle United,2340000,2023
Niakhaté,Nottingham Forest,2340000,2023
Dallas,Luton Town,2340000,2023
Hwang,Nottingham Forest,2340000,2023
Porro,Tottenham Hotspur,2210000,2023
Heaton,Mancherst United,2180000,2023
Fraser,Newcastle United,2173600,2023
Royal,Tottenham Hotspur,2170000,2023
Adarabioyo,Fulham FC,2110000,2023
Hendrick,Newcastle United,2100000,2023
Hoever,Wolverhampton Wanderers,2100000,2023
Townsend,Everton FC,2080000,2023
Broja,Chelsea FC,2080000,2023
Masuaku,West Ham United,2080000,2023
Barnes,Burnley FC,2080000,2023
Gibson,Norwich City,2080000,2023
Gil,Tottenham Hotspur,2080000,2023
Alcaraz,Southampton FC,2080000,2023
Vinícius,Fulham FC,2080000,2023
Ward,Leicester City,2080000,2023
Caleta-Car,Southampton FC,2080000,2023
Smith Rowe,Arsenal FC,2080000,2023
Dennis,Nottingham Forest,2080000,2023
Schar,Newcastle United,2080000,2023
Carvalho,Liverpool FC,2080000,2023
Souttar,Leicester City,2080000,2023
Barnes,Leicester City,2080000,2023
Elliott,Liverpool FC,2080000,2023
Lascelles,Newcastle United,2080000,2023
Brownhill,Burnley FC,2080000,2023
Sulemana,Southampton FC,2080000,2023
Mbabu,Fulham FC,2080000,2023
Cook,AFC Bournemouth,2080000,2023
Dubravka,Newcastle United,2080000,2023
Orsic,Southampton FC,2080000,2023
Skipp,Tottenham Hotspur,2080000,2023
Billing,AFC Bournemouth,2080000,2023
Kristensen,Luton Town,2080000,2023
Freuler,Nottingham Forest,2080000,2023
Holding,Arsenal FC,2080000,2023
Koch,Luton Town,2080000,2023
Johnstone,Crystal Palace,2080000,2023
Duffy,Brighton & Hove Albion,2080000,2023
March,Brighton & Hove Albion,2080000,2023
Bajcetic,Liverpool FC,2080000,2023
Mitchell,Crystal Palace,2080000,2023
Saliba,Arsenal FC,2080000,2023
da Silva,Fulham FC,2080000,2023
Boly,Nottingham Forest,2080000,2023
Perraud,Southampton FC,2040000,2023
Saint-Maximin,Newcastle United,2000000,2023
Lewis,Newcastle United,2000000,2023
Veltman,Brighton & Hove Albion,2000000,2023
Cork,Burnley FC,1976000,2023
Knockaert,Fulham FC,1950000,2023
Cavaleiro,Fulham FC,1950000,2023
Castro,Wolverhampton Wanderers,1907000,2023
Cook,Nottingham Forest,1830000,2023
Smith,AFC Bournemouth,1820000,2023
Maitland-Niles,Arsenal FC,1820000,2023
Reid,Fulham FC,1820000,2023
Mepham,AFC Bournemouth,1820000,2023
Nørgaard,Brentford FC,1820000,2023
Clark,Newcastle United,1820000,2023
Burn,Newcastle United,1820000,2023
Gosling,Watford FC,1820000,2023
Ouattara,AFC Bournemouth,1820000,2023
Rutter,Leeds United,1820000,2023
Wilson,Fulham FC,1820000,2023
Butland,Crystal Palace,1820000,2023
Murphy,Newcastle United,1820000,2023
Manquillo,Newcastle United,1820000,2023
Rodriguez,Burnley FC,1820000,2023
Ward,Crystal Palace,1820000,2023
Otto,Wolverhampton Wanderers,1820000,2023
Ayew,Crystal Palace,1820000,2023
Stanislas,AFC Bournemouth,1820000,2023
Berg Guðmundsson,Burnley FC,1820000,2023
Lewis-Potter,Brentford FC,1820000,2023
Ajer,Brentford FC,1820000,2023
Vojnovic,Southampton FC,1820000,2023
Bettinelli,Chelsea FC,1820000,2023
Tavernier,AFC Bournemouth,1820000,2023
Turner,Arsenal FC,1820000,2023
Dummett,Newcastle United,1820000,2023
Henry,Brentford FC,1820000,2023
Fredericks,AFC Bournemouth,1820000,2023
Kalajdzic,Wolverhampton Wanderers,1820000,2023
Aurier,Nottingham Forest,1820000,2023
Lamptey,Brighton & Hove Albion,1820000,2023
Coufal,West Ham United,1820000,2023
Moraes,Aston Villa,1820000,2023
Hughes,Crystal Palace,1820000,2023
Weghorst,Burnley FC,1820000,2023
Tielemans,Leicester City,1820000,2023
Moreno,Aston Villa,1820000,2023
Berge,Sheffield United,1700000,2023
Costa,Luton Town,1690000,2023
Lukic,Fulham FC,1638000,2023
Westwood,Burnley FC,1612000,2023
Hickey,Brentford FC,1560000,2023
Smithies,Leicester City,1560000,2023
Johnson,Nottingham Forest,1560000,2023
Adams,Southampton FC,1560000,2023
Roberts,Burnley FC,1560000,2023
Fofana,Chelsea FC,1560000,2023
Eze,Crystal Palace,1560000,2023
Anderson,Newcastle United,1560000,2023
Konsa,Aston Villa,1560000,2023
Reed,Fulham FC,1560000,2023
Hwang,Nottingham Forest,1560000,2023
Meslier,Luton Town,1560000,2023
Stacey,AFC Bournemouth,1560000,2023
Garner,Everton FC,1560000,2023
Justin,Leicester City,1560000,2023
Durán,Aston Villa,1560000,2023
Bryan,Fulham FC,1560000,2023
Darlow,Newcastle United,1560000,2023
Kelly,AFC Bournemouth,1560000,2023
Alencar,Arsenal FC,1560000,2023
Nakamba,Aston Villa,1560000,2023
Cunha,Wolverhampton Wanderers,1560000,2023
Damsgaard,Brentford FC,1560000,2023
Baxter,Chelsea FC,1560000,2023
Kebano,Fulham FC,1560000,2023
Richards,Nottingham Forest,1560000,2023
Mangala,Nottingham Forest,1560000,2023
Onuachu,Southampton FC,1560000,2023
Christie,AFC Bournemouth,1560000,2023
Byram,Norwich City,1560000,2023
Greenwood,Luton Town,1560000,2023
Carson,Manchester City,1560000,2023
Ream,Fulham FC,1560000,2023
Cairney,Fulham FC,1560000,2023
Janelt,Brentford FC,1560000,2023
Roberts,Brighton & Hove Albion,1520000,2023
Kiwior,Arsenal FC,1508000,2023
Diallo,Mancherst United,1500000,2023
Ferguson,Crystal Palace,1500000,2023
Sá,Wolverhampton Wanderers,1490000,2023
Masina,Watford FC,1456000,2023
Patterson,Everton FC,1456000,2023
Robinson,Fulham FC,1430000,2023
Brewster,Sheffield United,1430000,2023
Troost-Ekong,Watford FC,1430000,2023
Tavares,Arsenal FC,1404000,2023
Badé,Nottingham Forest,1360000,2023
Zeqiri,Brighton & Hove Albion,1300000,2023
Ahmedhodži?,Sheffield United,1300000,2023
Gunn,Norwich City,1300000,2023
Muric,Burnley FC,1300000,2023
Taylor,Burnley FC,1300000,2023
Randolph,AFC Bournemouth,1300000,2023
Raya,Brentford FC,1300000,2023
Gray,Everton FC,1300000,2023
Dalot,Manchester United,1300000,2023
Spence,Tottenham Hotspur,1300000,2023
McNeil,Everton FC,1300000,2023
Downes,West Ham United,1300000,2023
Onyeka,Brentford FC,1300000,2023
Zabarnyi,AFC Bournemouth,1300000,2023
Anthony,AFC Bournemouth,1300000,2023
Tanganga,Tottenham Hotspur,1300000,2023
McLean,Norwich City,1300000,2023
Cooper,Luton Town,1300000,2023
Lowton,Burnley FC,1300000,2023
Salisu,Southampton FC,1300000,2023
Jansson,Brentford FC,1300000,2023
Sánchez,Brighton & Hove Albion,1300000,2023
Lavia,Southampton FC,1300000,2023
Yates,Nottingham Forest,1300000,2023
Canós,Brentford FC,1300000,2023
Mara,Southampton FC,1300000,2023
Pukki,Norwich City,1300000,2023
Strakosha,Brentford FC,1300000,2023
Cantwell,Norwich City,1300000,2023
Davies,Everton FC,1300000,2023
De Bruyne,Manchester City,20800000,2024
Haaland,Manchester City,19500000,2024
Casimiro,Manchester United,18200000,2024
Salah,Liverpool FC,18200000,2024
Varane,Mancherst United,17680000,2024
Sterling,Chelsea FC,16900000,2024
Lukaku,Chelsea FC,16900000,2024
Silva,Manchester City,15600000,2024
Grealish,Manchester City,15600000,2024
Rashford,Mancherst United,15600000,2024
Havertz,Arsenal FC,14560000,2024
Jesus,Arsenal FC,13780000,2024
Martial,Mancherst United,13000000,2024
Sancho,Mancherst United,13000000,2024
Cancelo,Manchester City,13000000,2024
Stones,Manchester City,13000000,2024
Mount,Manchester United,13000000,2024
James,Chelsea FC,13000000,2024
Fernandes,Mancherst United,12480000,2024
Rice,Arsenal FC,12480000,2024
Ødegaard,Arsenal FC,12480000,2024
Foden,Manchester City,11700000,2024
Hernández Cascante,Manchester City,11440000,2024
Van Dijk,Liverpool FC,11440000,2024
dos Santo,Mancherst United,10400000,2024
Chilwell,Chelsea FC,10400000,2024
Fofana,Chelsea FC,10400000,2024
Gvardiol,Manchester City,10400000,2024
Ndombele,Tottenham Hotspur,10400000,2024
Alcántara do Nascimento,Liverpool FC,10400000,2024
Partey,Arsenal FC,10400000,2024
Fofana,Chelsea FC,10400000,2024
Saka,Arsenal FC,10140000,2024
Nkunku,Chelsea FC,10140000,2024
Son,Tottenham Hotspur,9880000,2024
Saliba,Arsenal FC,9880000,2024
Maguire,Mancherst United,9875000,2024
Fernández,Chelsea FC,9360000,2024
Martinelli,Arsenal FC,9360000,2024
Perisic,Tottenham Hotspur,9360000,2024
Akanji,Manchester City,9360000,2024
Dias,Manchester City,9360000,2024
Alexander-Arnold,Liverpool FC,9360000,2024
Walker,Manchester City,9100000,2024
Cucurella,Chelsea FC,9100000,2024
Maddison,Tottenham Hotspur,8840000,2024
Romero,Tottenham Hotspur,8580000,2024
Werner,Tottenham Hotspur,8580000,2024
Fati,Brighton & Hove Albion,8320000,2024
Guimarães,Newcastle United,8320000,2024
Ake,Manchester City,8320000,2024
Mac Allister,Liverpool FC,7800000,2024
Becker,Liverpool FC,7800000,2024
White,Arsenal FC,7800000,2024
Kamara,Aston Villa,7800000,2024
Eriksen,Manchester United,7800000,2024
Lenglet,Aston Villa,7800000,2024
Bowen,West Ham United,7800000,2024
Phillips,Manchester City,7800000,2024
Arrizabalaga,Chelsea FC,7800000,2024
Paquetá,West Ham United,7800000,2024
Shaw,Manchester United,7800000,2024
Kovacic,Manchester City,7800000,2024
Caicedo,Chelsea FC,7800000,2024
Zinchenko,Arsenal FC,7800000,2024
Gravenberch,Liverpool FC,7800000,2024
Tielemans,Aston Villa,7800000,2024
Núñez,Liverpool FC,7280000,2024
Jota,Liverpool FC,7280000,2024
Vardy,Leicester City,7280000,2024
Doucouré,Everton FC,6760000,2024
Leno,Fulham FC,6760000,2024
Nunes,Manchester City,6760000,2024
Diaby,Aston Villa,6760000,2024
Watkins,Aston Villa,6760000,2024
Ings,West Ham United,6500000,2024
Pickford,Everton FC,6500000,2024
Zouma,West Ham United,6500000,2024
Coutinho,Aston Villa,6500000,2024
Ramsdale,Arsenal FC,6240000,2024
Isak,Newcastle United,6240000,2024
Areola,West Ham United,6240000,2024
Onana,Manchester United,6240000,2024
Gakpo,Liverpool FC,6240000,2024
Origi,Nottingham Forest,6240000,2024
Szoboszlai,Liverpool FC,6240000,2024
van de Beek,Mancherst United,6240000,2024
Martinez,Aston Villa,6240000,2024
McGinn,Aston Villa,6240000,2024
Trippier,Newcastle United,6240000,2024
Bailey,Aston Villa,6240000,2024
Martínez,Manchester United,6240000,2024
Digne,Aston Villa,6240000,2024
Sarr,Chelsea FC,6240000,2024
Tonali,Newcastle United,6240000,2024
Lindelof,Mancherst United,6240000,2024
Ward-Prowse,West Ham United,5980000,2024
Gomes,Everton FC,5835000,2024
Kulusevski,Tottenham Hotspur,5720000,2024
Luiz Frello Filho,Arsenal FC,5720000,2024
Tierney,Arsenal FC,5720000,2024
Silva,Chelsea FC,5720000,2024
Onana,Everton FC,5200000,2024
Robertson,Liverpool FC,5200000,2024
Chukwuemeka,Chelsea FC,5200000,2024
Henderson,Crystal Palace,5200000,2024
Alli,Everton FC,5200000,2024
Carlos,Aston Villa,5200000,2024
Calvert-Lewin,Everton FC,5200000,2024
Eze,Crystal Palace,5200000,2024
Moraes,Manchester City,5200000,2024
Álvarez,West Ham United,5200000,2024
Nketiah,Arsenal FC,5200000,2024
Magalhães,Arsenal FC,5200000,2024
Ziyech,Chelsea FC,5200000,2024
Tarkowski,Everton FC,5200000,2024
Gauci,Aston Villa,5200000,2024
Matip,Liverpool FC,5200000,2024
Álvarez,Manchester City,5200000,2024
Colwill,Chelsea FC,5200000,2024
Targett,Newcastle United,5200000,2024
Olise,Crystal Palace,5200000,2024
Mudryk,Chelsea FC,5200000,2024
Torres,Aston Villa,5200000,2024
Hojbjerg,Tottenham Hotspur,5200000,2024
Jimenez,Fulham FC,5200000,2024
Nelson,Arsenal FC,5200000,2024
Machado,Luton Town,5200000,2024
Tomiyasu,Arsenal FC,5200000,2024
Mings,Aston Villa,5200000,2024
Palmieri,West Ham United,4940000,2024
Wan-Bissaka,Mancherst United,4680000,2024
Lallana,Brighton & Hove Albion,4680000,2024
Badiashile,Chelsea FC,4680000,2024
Guedes,Wolverhampton Wanderers,4680000,2024
Winks,Leicester City,4680000,2024
Harrison,Everton FC,4680000,2024
Harrison,Leeds United,4680000,2024
Timber,Arsenal FC,4680000,2024
Dendoncker,Aston Villa,4680000,2024
Trossard,Arsenal FC,4680000,2024
Kudus,West Ham United,4680000,2024
Edouard,Crystal Palace,4680000,2024
Sarabia,Wolverhampton Wanderers,4680000,2024
